accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.6945500373840332,0.8167629837989807,3.092470169067383,0.34375,0.7801418304443359,0.8131313323974609,0.7003505825996399,2.9934356212615967,0.4375,0.20000000298023224,4.999999873689376e-05
0.6806083917617798,0.794287919998169,3.0970754623413086,0.32923075556755066,0.758865237236023,0.8333333134651184,0.7027169466018677,3.135791778564453,1.0,0.05714285746216774,4.999999873689376e-05
0.6717363595962524,0.7859535813331604,3.099240303039551,0.32335329055786133,0.7659574747085571,0.8333333134651184,0.6936020851135254,3.1494510173797607,1.0,0.05714285746216774,4.999999873689376e-05
0.6983523368835449,0.794287919998169,3.0661633014678955,0.3479623794555664,0.7872340679168701,0.5252525210380554,0.6851008534431458,3.363018274307251,0.2293577939271927,0.7142857313156128,4.999999873689376e-05
0.6742712259292603,0.8040889501571655,3.0373423099517822,0.3294117748737335,0.7943262457847595,0.3181818127632141,0.6911481022834778,3.732712507247925,0.19879518449306488,0.9428571462631226,4.999999873689376e-05
0.6755386590957642,0.7765957713127136,3.049959421157837,0.32198143005371094,0.73758864402771,0.8232323527336121,0.534355878829956,3.6795530319213867,0.0,0.0,4.999999873689376e-05
0.6831431984901428,0.7911741733551025,3.0104055404663086,0.33126935362815857,0.758865237236023,0.8232323527336121,0.658632755279541,3.385876178741455,0.0,0.0,2.499999936844688e-05
0.6996197700500488,0.816089928150177,2.989182233810425,0.349056601524353,0.7872340679168701,0.2222222238779068,0.6957931518554688,4.574788570404053,0.18518517911434174,1.0,2.499999936844688e-05
0.6945500373840332,0.8162047863006592,2.9615652561187744,0.34567901492118835,0.7943262457847595,0.2070707082748413,0.6936898231506348,4.80849027633667,0.1822916716337204,1.0,2.499999936844688e-05
0.7211660146713257,0.8401081562042236,2.9294581413269043,0.3753943145275116,0.8439716100692749,0.4343434274196625,0.714198112487793,3.5121772289276123,0.21897810697555542,0.8571428656578064,2.499999936844688e-05
0.7097591757774353,0.8066445589065552,2.970336437225342,0.3589743673801422,0.7943262457847595,0.631313145160675,0.7206836342811584,3.0923011302948,0.26829269528388977,0.6285714507102966,2.499999936844688e-05
0.6856780648231506,0.8115642070770264,2.9476351737976074,0.3343653380870819,0.7659574747085571,0.38383838534355164,0.7237511277198792,3.633992910385132,0.20805369317531586,0.8857142925262451,1.249999968422344e-05
0.6996197700500488,0.8209657073020935,2.9399702548980713,0.3499999940395355,0.7943262457847595,0.6868686676025391,0.7111306190490723,3.022063970565796,0.2985074520111084,0.5714285969734192,1.249999968422344e-05
0.697084903717041,0.813107430934906,2.937309741973877,0.34876543283462524,0.8014184236526489,0.5909090638160706,0.7089395523071289,3.190443515777588,0.25,0.6571428775787354,1.249999968422344e-05
0.6894803643226624,0.8181419968605042,2.934108018875122,0.34049078822135925,0.7872340679168701,0.8030303120613098,0.7151621580123901,2.836672067642212,0.3888888955116272,0.20000000298023224,1.249999968422344e-05
0.7110266089439392,0.8344442248344421,2.9013757705688477,0.3619047701358795,0.8085106611251831,0.6818181872367859,0.7183172702789307,2.9971816539764404,0.29411765933036804,0.5714285969734192,1.249999968422344e-05
0.6818757653236389,0.8154277801513672,2.91915225982666,0.3391812741756439,0.8226950168609619,0.8333333134651184,0.7085013389587402,3.0619654655456543,1.0,0.05714285746216774,1.249999968422344e-05
0.7021546363830566,0.8156903982162476,2.9246673583984375,0.3531250059604645,0.8014184236526489,0.8333333134651184,0.692112147808075,3.0123672485351562,1.0,0.05714285746216774,1.249999968422344e-05
